"advertiser_id","product_id","views","fecha"
"03KNVBO915KY2ZPGA57J","16n8be","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","1lsjl2","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","2b9w5m","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","3calwd","3","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","4bu13h","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","4nbvel","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","4xbwqh","3","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","7rbqhz","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","8y4tny","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","dykr16","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","efohij","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","fmt7fh","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","fw4jff","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","g4d7hb","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","i779hi","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","iruvnk","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","j506w9","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","k2uwfm","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","k8vzgo","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","lladqk","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","nns2gr","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","pab2mg","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","pbpvbn","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","pid9pb","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","q16lyg","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","q21r4u","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","qd5esu","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","qosnzo","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","qwd567","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","s8qk90","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","vetfwf","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","xljrz2","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","xnqiqo","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","yjzee5","1","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","ypzeqh","2","2025-05-21T00:00:00Z"
"03KNVBO915KY2ZPGA57J","ztiiud","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","023w1n","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","2o7i3k","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","2qso2x","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","2v3tqb","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","3540l5","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","35hzr1","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","6uycxu","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","6whgk0","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","6xavdf","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","71grk7","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","7wnr5z","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","8hpu2i","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","8xko0x","3","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","9wpzc0","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","a1elzo","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","a8hf9j","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","c5xpdt","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","ch4e92","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","dnelha","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","drm80z","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","e313hv","3","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","egpqgv","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","h3u4a4","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","hrbnh0","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","jpaah7","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","jpozgo","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","l2e68h","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","lcxzwz","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","m25x53","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","phtipo","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","pil42t","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","q9ijra","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","qa69vf","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","qiiyxd","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","qzu5b9","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","r69hr6","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","sywfah","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","ufj06h","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","uu6a9v","2","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","v6n03k","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","x54u04","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","xi84v1","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","xrgj7g","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","yfehwl","1","2025-05-21T00:00:00Z"
"1OW4LWJSBJK6E1D9FDH7","z0pnjr","3","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","18v6fo","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","1kq04j","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","2dklx7","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","3lh107","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","3oe469","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","4t6u8i","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","4z07rg","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","59j88y","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","5gipgm","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","5u0fz3","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","63pda8","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","6gdowb","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","79wnsa","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","805ivg","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","8ldyn6","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","8rxcdk","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","8tem7z","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","9cgdv8","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","9xqcyx","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","awsnit","3","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","bs9awt","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","cd6nzg","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","csdo4h","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","cwaimx","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","dlir67","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","e8vxcd","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","enci0h","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","f9jep9","3","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","gvu1el","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","iidnrv","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","jdd2jx","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","jfakjo","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","jgo4ep","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","k63v46","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","lohq9t","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","lyaj9j","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","ma6irv","3","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","mgktm4","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","nljn8x","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","nw5ji2","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","nxm2xm","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","o0l6v1","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","okk6di","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","p0dsnt","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","qdwtxu","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","s2vf7b","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","tecust","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","u8g108","1","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","urms05","2","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","xp48rq","3","2025-05-21T00:00:00Z"
"2WPF1NXECF3G6NUMWDO7","zonvk2","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","1ej5a8","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","3dg8co","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","3o4i7z","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","3vt5di","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","4bxb6f","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","4tw8tf","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","61f3tt","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","75i10f","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","7l5x6q","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","90z55r","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","935jp6","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","9qqc2n","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","9trbal","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","amydhs","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","asrduk","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","dl0f2m","3","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","dqg3ad","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","dv136z","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","ec7rap","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","ef53ef","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","et5htr","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","gu38mw","3","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","iz738g","3","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","jhkyzg","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","m6uuv9","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","nkbcq8","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","ntsah2","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","nw44sh","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","nwkv1x","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","o568oa","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","oxc3cv","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","p965tj","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","pkiww1","3","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","pqv6p0","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","pwb09v","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","qy112f","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","s9x9yb","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","t0ftlp","3","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","t9kv9i","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","tnmcau","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","tspdm6","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","uq90rn","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","vhilf4","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","w3zjm2","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","wk5hu1","2","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","xb6yu8","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","xfhgoo","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","xjthlz","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","xs6gjg","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","xzal1j","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","zmw8c8","1","2025-05-21T00:00:00Z"
"5E325T5HYL61QSABVR5V","zzsaw4","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","4vijga","2","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","5uqsrl","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","7fz717","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","8h1up6","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","99w6nj","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","a9fx8r","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","aee2vx","3","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","akr23y","1","2025-05-21T00:00:00Z"
"62FIK8F2YT8JSFDBLEC9","bj5x9v","1","2025-05-21T00:00:00Z"
